unique_user,transaction_timestamp,category,state,is_fraud,prev_timestamp,difference
Adam Stark Mc Veytown,2019-05-24 17:10:30,shopping_pos,PA,0,2019-05-24 17:10:02,0 days 00:00:28
Adam Stark Mc Veytown,2019-06-16 21:43:58,misc_pos,PA,0,2019-06-16 21:43:27,0 days 00:00:31
Adam Stark Mc Veytown,2019-11-04 14:55:39,travel,PA,0,2019-11-04 14:53:54,0 days 00:01:45
Adam Stark Mc Veytown,2019-11-15 14:07:01,grocery_pos,PA,0,2019-11-15 14:06:30,0 days 00:00:31
Adam Stark Mc Veytown,2019-11-25 16:56:43,shopping_pos,PA,0,2019-11-25 16:56:36,0 days 00:00:07
Adam Stark Mc Veytown,2019-11-30 14:07:51,health_fitness,PA,0,2019-11-30 14:06:48,0 days 00:01:03
Adam Stark Mc Veytown,2019-12-03 22:28:36,entertainment,PA,0,2019-12-03 22:27:09,0 days 00:01:27
Adam Stark Mc Veytown,2019-12-07 13:41:20,shopping_pos,PA,0,2019-12-07 13:40:25,0 days 00:00:55
Adam Stark Mc Veytown,2019-12-21 19:48:40,shopping_pos,PA,0,2019-12-21 19:47:54,0 days 00:00:46
Adam Stark Mc Veytown,2020-03-23 13:16:09,kids_pets,PA,0,2020-03-23 13:15:29,0 days 00:00:40
Adam Stark Mc Veytown,2020-04-20 17:06:29,entertainment,PA,0,2020-04-20 17:05:40,0 days 00:00:49
Adam Stark Mc Veytown,2020-04-28 15:11:29,entertainment,PA,0,2020-04-28 15:10:24,0 days 00:01:05
Adam Stark Mc Veytown,2020-06-15 22:14:54,entertainment,PA,0,2020-06-15 22:14:04,0 days 00:00:50
Adam Stark Mc Veytown,2020-06-15 23:56:56,entertainment,PA,0,2020-06-15 23:55:41,0 days 00:01:15
Adriana Harvey Unionville,2019-06-30 18:42:44,personal_care,MO,0,2019-06-30 18:42:15,0 days 00:00:29
Alan Colon Riverton,2019-03-12 01:43:43,grocery_pos,WY,0,2019-03-12 01:43:14,0 days 00:00:29
Alan Colon Riverton,2019-03-19 18:51:29,home,WY,0,2019-03-19 18:50:19,0 days 00:01:10
Alan Colon Riverton,2019-04-26 16:07:38,travel,WY,0,2019-04-26 16:06:39,0 days 00:00:59
Alan Colon Riverton,2019-06-10 14:59:38,home,WY,0,2019-06-10 14:59:32,0 days 00:00:06
Alan Colon Riverton,2019-07-01 23:23:11,shopping_pos,WY,0,2019-07-01 23:23:03,0 days 00:00:08
Alan Colon Riverton,2019-10-21 12:31:57,misc_pos,WY,0,2019-10-21 12:30:16,0 days 00:01:41
Alan Colon Riverton,2020-01-06 22:05:53,travel,WY,0,2020-01-06 22:04:19,0 days 00:01:34
Alan Colon Riverton,2020-03-30 21:24:15,health_fitness,WY,0,2020-03-30 21:23:17,0 days 00:00:58
Alan Howard Detroit,2019-05-17 08:30:31,entertainment,MI,0,2019-05-17 08:30:21,0 days 00:00:10
Alan Howard Detroit,2019-05-18 21:42:21,kids_pets,MI,0,2019-05-18 21:41:19,0 days 00:01:02
Alan Howard Detroit,2019-08-22 04:18:10,entertainment,MI,0,2019-08-22 04:17:02,0 days 00:01:08
Alan Howard Detroit,2020-01-31 09:47:03,food_dining,MI,0,2020-01-31 09:46:01,0 days 00:01:02
Alan Howard Detroit,2020-03-14 09:47:36,gas_transport,MI,0,2020-03-14 09:47:25,0 days 00:00:11
Alan Howard Detroit,2020-03-15 07:26:28,grocery_pos,MI,0,2020-03-15 07:24:46,0 days 00:01:42
Alan Parsons Kirk,2019-07-01 05:43:36,gas_transport,CO,0,2019-07-01 05:42:12,0 days 00:01:24
Alan Parsons Kirk,2019-09-29 12:56:57,personal_care,CO,0,2019-09-29 12:55:58,0 days 00:00:59
Alex White Orient,2019-02-11 21:54:43,health_fitness,NY,0,2019-02-11 21:52:56,0 days 00:01:47
Alice Kemp Texarkana,2019-02-12 16:34:33,personal_care,AR,0,2019-02-12 16:32:57,0 days 00:01:36
Alice Kemp Texarkana,2019-08-05 15:03:03,home,AR,0,2019-08-05 15:02:03,0 days 00:01:00
Alice Kemp Texarkana,2019-09-02 20:33:54,food_dining,AR,0,2019-09-02 20:32:44,0 days 00:01:10
Alice Kemp Texarkana,2020-03-09 07:07:24,grocery_pos,AR,0,2020-03-09 07:05:48,0 days 00:01:36
Alicia Bishop Whigham,2019-06-20 08:03:49,shopping_pos,GA,0,2019-06-20 08:01:59,0 days 00:01:50
Alicia Bishop Whigham,2019-07-19 07:58:51,entertainment,GA,0,2019-07-19 07:57:44,0 days 00:01:07
Alicia Bishop Whigham,2019-11-21 05:26:27,gas_transport,GA,0,2019-11-21 05:24:51,0 days 00:01:36
Alicia Bishop Whigham,2019-12-25 20:41:06,personal_care,GA,0,2019-12-25 20:40:29,0 days 00:00:37
Alicia Bishop Whigham,2020-05-31 22:16:10,home,GA,0,2020-05-31 22:15:29,0 days 00:00:41
Alicia Hawkins Harwood,2020-06-05 16:18:36,kids_pets,MD,0,2020-06-05 16:17:27,0 days 00:01:09
Alicia Mitchell Grand Ridge,2019-02-02 00:27:26,shopping_pos,FL,0,2019-02-02 00:27:09,0 days 00:00:17
Alicia Mitchell Grand Ridge,2019-12-26 21:39:50,travel,FL,0,2019-12-26 21:38:13,0 days 00:01:37
Alicia Morales Meredith,2019-01-01 12:01:45,health_fitness,CO,0,2019-01-01 12:00:35,0 days 00:01:10
Alicia Morales Meredith,2019-03-09 15:58:06,kids_pets,CO,0,2019-03-09 15:57:03,0 days 00:01:03
Alicia Morales Meredith,2019-06-17 16:23:57,personal_care,CO,0,2019-06-17 16:23:53,0 days 00:00:04
Alicia Morales Meredith,2019-07-07 13:04:13,home,CO,0,2019-07-07 13:03:47,0 days 00:00:26
Alicia Morales Meredith,2019-12-07 23:54:35,travel,CO,1,2019-12-07 23:54:08,0 days 00:00:27
Alicia Morales Meredith,2019-12-09 18:15:23,home,CO,0,2019-12-09 18:14:42,0 days 00:00:41
Alicia Morales Meredith,2019-12-16 16:16:43,home,CO,0,2019-12-16 16:16:19,0 days 00:00:24
Alicia Morales Meredith,2020-04-23 14:55:08,kids_pets,CO,0,2020-04-23 14:54:26,0 days 00:00:42
Allen Bell Saint Bonaventure,2019-03-07 18:02:14,food_dining,NY,0,2019-03-07 18:01:32,0 days 00:00:42
Allen Bell Saint Bonaventure,2019-07-06 20:02:14,home,NY,0,2019-07-06 20:00:21,0 days 00:01:53
Allen Bell Saint Bonaventure,2019-08-26 21:29:36,kids_pets,NY,0,2019-08-26 21:29:00,0 days 00:00:36
Allen Bell Saint Bonaventure,2019-09-08 21:23:17,health_fitness,NY,0,2019-09-08 21:22:26,0 days 00:00:51
Allen Bell Saint Bonaventure,2019-10-05 19:07:31,home,NY,0,2019-10-05 19:06:18,0 days 00:01:13
Allen Bell Saint Bonaventure,2019-10-11 09:05:14,shopping_pos,NY,0,2019-10-11 09:04:41,0 days 00:00:33
Allen Bell Saint Bonaventure,2019-12-14 22:31:52,home,NY,0,2019-12-14 22:30:21,0 days 00:01:31
Allen Bell Saint Bonaventure,2019-12-18 21:58:47,entertainment,NY,0,2019-12-18 21:56:48,0 days 00:01:59
Allen Bell Saint Bonaventure,2020-06-01 22:07:15,home,NY,0,2020-06-01 22:06:03,0 days 00:01:12
Allison Allen De Witt,2019-02-03 00:18:30,misc_pos,AR,0,2019-02-03 00:17:34,0 days 00:00:56
Allison Allen De Witt,2019-03-03 22:03:53,travel,AR,0,2019-03-03 22:03:20,0 days 00:00:33
Allison Allen De Witt,2019-03-24 20:42:13,shopping_pos,AR,0,2019-03-24 20:41:34,0 days 00:00:39
Allison Allen De Witt,2019-04-17 23:18:51,misc_pos,AR,0,2019-04-17 23:17:02,0 days 00:01:49
Allison Allen De Witt,2019-05-21 23:40:42,personal_care,AR,1,2019-05-21 23:40:29,0 days 00:00:13
Allison Allen De Witt,2019-06-05 12:57:58,kids_pets,AR,0,2019-06-05 12:56:00,0 days 00:01:58
Allison Allen De Witt,2019-08-08 14:50:53,kids_pets,AR,0,2019-08-08 14:50:44,0 days 00:00:09
Allison Allen De Witt,2019-08-26 21:54:34,home,AR,0,2019-08-26 21:53:52,0 days 00:00:42
Allison Allen De Witt,2019-08-28 19:29:36,misc_pos,AR,0,2019-08-28 19:29:02,0 days 00:00:34
Allison Allen De Witt,2019-08-29 17:17:32,personal_care,AR,0,2019-08-29 17:16:59,0 days 00:00:33
Allison Allen De Witt,2019-08-30 18:13:44,home,AR,0,2019-08-30 18:12:20,0 days 00:01:24
Allison Allen De Witt,2019-10-05 12:02:34,kids_pets,AR,0,2019-10-05 12:02:24,0 days 00:00:10
Allison Allen De Witt,2019-10-26 12:25:41,entertainment,AR,0,2019-10-26 12:25:07,0 days 00:00:34
Allison Allen De Witt,2019-11-16 22:32:51,entertainment,AR,0,2019-11-16 22:32:00,0 days 00:00:51
Allison Allen De Witt,2019-11-28 13:57:28,kids_pets,AR,0,2019-11-28 13:56:13,0 days 00:01:15
Allison Allen De Witt,2019-12-16 18:47:37,food_dining,AR,0,2019-12-16 18:47:31,0 days 00:00:06
Allison Allen De Witt,2019-12-30 12:10:55,shopping_pos,AR,0,2019-12-30 12:10:53,0 days 00:00:02
Allison Allen De Witt,2020-02-02 15:01:10,shopping_pos,AR,0,2020-02-02 15:00:29,0 days 00:00:41
Allison Allen De Witt,2020-02-17 19:31:29,entertainment,AR,0,2020-02-17 19:29:58,0 days 00:01:31
Allison Allen De Witt,2020-03-23 14:44:43,health_fitness,AR,0,2020-03-23 14:44:08,0 days 00:00:35
Allison Allen De Witt,2020-03-26 22:44:42,personal_care,AR,0,2020-03-26 22:43:04,0 days 00:01:38
Allison Allen De Witt,2020-04-05 17:15:08,shopping_pos,AR,0,2020-04-05 17:15:06,0 days 00:00:02
Allison Allen De Witt,2020-06-09 12:05:13,food_dining,AR,0,2020-06-09 12:04:09,0 days 00:01:04
Allison Ayala Fort Myers,2019-04-14 12:41:33,food_dining,FL,0,2019-04-14 12:41:16,0 days 00:00:17
Allison Ayala Fort Myers,2019-04-15 22:45:24,health_fitness,FL,0,2019-04-15 22:44:58,0 days 00:00:26
Allison Ayala Fort Myers,2019-05-18 22:41:35,kids_pets,FL,0,2019-05-18 22:41:09,0 days 00:00:26
Allison Ayala Fort Myers,2019-08-10 18:43:04,kids_pets,FL,0,2019-08-10 18:42:06,0 days 00:00:58
Allison Ayala Fort Myers,2019-08-18 19:59:43,personal_care,FL,0,2019-08-18 19:58:37,0 days 00:01:06
Allison Ayala Fort Myers,2019-09-22 19:36:46,shopping_pos,FL,0,2019-09-22 19:34:51,0 days 00:01:55
Allison Ayala Fort Myers,2019-10-02 14:56:51,personal_care,FL,0,2019-10-02 14:56:03,0 days 00:00:48
Allison Ayala Fort Myers,2019-12-02 21:22:31,health_fitness,FL,0,2019-12-02 21:20:33,0 days 00:01:58
Allison Ayala Fort Myers,2020-03-02 15:16:59,entertainment,FL,0,2020-03-02 15:16:12,0 days 00:00:47
Allison Ayala Fort Myers,2020-04-04 18:12:34,entertainment,FL,0,2020-04-04 18:11:48,0 days 00:00:46
Allison Ayala Fort Myers,2020-06-09 16:20:01,shopping_pos,FL,0,2020-06-09 16:19:47,0 days 00:00:14
Alyssa Morgan Gadsden,2019-05-11 00:43:32,gas_transport,AL,0,2019-05-11 00:42:30,0 days 00:01:02
Alyssa Morgan Gadsden,2019-10-30 08:28:35,misc_pos,AL,0,2019-10-30 08:27:38,0 days 00:00:57
Alyssa Morgan Gadsden,2020-05-09 07:55:35,food_dining,AL,0,2020-05-09 07:54:34,0 days 00:01:01
Alyssa Morgan Gadsden,2020-05-11 05:24:52,gas_transport,AL,0,2020-05-11 05:24:18,0 days 00:00:34
Alyssa Morgan Gadsden,2020-06-21 05:50:21,entertainment,AL,0,2020-06-21 05:50:02,0 days 00:00:19
Amanda Adams Bay City,2020-03-17 23:03:28,home,OR,1,2020-03-17 23:02:16,0 days 00:01:12
Amanda Alexander Camden,2019-12-01 14:57:50,home,TX,0,2019-12-01 14:57:25,0 days 00:00:25
Amanda Fitzgerald Bristol,2019-06-15 23:08:44,entertainment,PA,0,2019-06-15 23:08:04,0 days 00:00:40
Amanda Fitzgerald Bristol,2019-10-16 17:43:24,kids_pets,PA,0,2019-10-16 17:41:42,0 days 00:01:42
Amanda Fitzgerald Bristol,2019-12-07 13:25:32,shopping_pos,PA,0,2019-12-07 13:23:40,0 days 00:01:52
Amanda Fitzgerald Bristol,2020-02-06 14:47:06,shopping_pos,PA,0,2020-02-06 14:46:20,0 days 00:00:46
Amanda Fitzgerald Bristol,2020-06-08 17:40:03,shopping_pos,PA,0,2020-06-08 17:38:25,0 days 00:01:38
Amanda Gomez Dallas,2019-01-02 22:21:04,entertainment,TX,0,2019-01-02 22:19:10,0 days 00:01:54
Amanda Gomez Dallas,2019-03-16 14:11:16,health_fitness,TX,0,2019-03-16 14:10:20,0 days 00:00:56
Amanda Gomez Dallas,2019-06-23 18:11:31,shopping_pos,TX,0,2019-06-23 18:10:56,0 days 00:00:35
Amanda Gomez Dallas,2019-06-24 23:01:19,shopping_pos,TX,0,2019-06-24 23:00:16,0 days 00:01:03
Amanda Gomez Dallas,2019-12-04 02:34:38,grocery_pos,TX,0,2019-12-04 02:33:56,0 days 00:00:42
Amanda Gomez Dallas,2020-05-17 16:43:46,travel,TX,0,2020-05-17 16:43:22,0 days 00:00:24
Amanda Gomez Dallas,2020-05-26 16:47:08,home,TX,0,2020-05-26 16:46:57,0 days 00:00:11
Amanda Jones Queenstown,2019-07-10 02:08:56,food_dining,MD,0,2019-07-10 02:07:54,0 days 00:01:02
Amanda Jones Queenstown,2019-10-02 04:27:17,grocery_pos,MD,0,2019-10-02 04:27:15,0 days 00:00:02
Amanda Smith Scotia,2019-03-07 22:20:43,food_dining,SC,1,2019-03-07 22:19:17,0 days 00:01:26
Amanda Smith Scotia,2019-03-08 23:58:41,entertainment,SC,1,2019-03-08 23:57:45,0 days 00:00:56
Amanda Smith Scotia,2019-05-12 21:36:26,health_fitness,SC,0,2019-05-12 21:35:36,0 days 00:00:50
Amanda Smith Scotia,2019-07-08 16:28:02,travel,SC,0,2019-07-08 16:27:03,0 days 00:00:59
Amanda Smith Scotia,2019-07-08 19:32:20,home,SC,0,2019-07-08 19:30:59,0 days 00:01:21
Amanda Smith Scotia,2019-08-19 09:36:29,grocery_pos,SC,0,2019-08-19 09:36:23,0 days 00:00:06
Amanda Smith Scotia,2019-10-25 19:52:44,health_fitness,SC,0,2019-10-25 19:51:53,0 days 00:00:51
Amanda Smith Scotia,2019-11-30 19:59:40,misc_pos,SC,0,2019-11-30 19:57:48,0 days 00:01:52
Amanda Smith Scotia,2019-11-30 20:00:25,misc_pos,SC,0,2019-11-30 19:59:40,0 days 00:00:45
Amanda Smith Scotia,2019-12-23 17:25:56,entertainment,SC,0,2019-12-23 17:24:36,0 days 00:01:20
Amanda Spencer Ogdensburg,2019-02-18 20:32:10,personal_care,NJ,0,2019-02-18 20:30:31,0 days 00:01:39
Amanda Spencer Ogdensburg,2019-03-13 15:13:28,personal_care,NJ,0,2019-03-13 15:11:48,0 days 00:01:40
Amanda Spencer Ogdensburg,2019-04-22 17:42:14,shopping_pos,NJ,0,2019-04-22 17:42:08,0 days 00:00:06
Amanda Spencer Ogdensburg,2019-05-05 21:33:29,misc_pos,NJ,0,2019-05-05 21:32:01,0 days 00:01:28
Amanda Spencer Ogdensburg,2019-05-07 16:44:15,health_fitness,NJ,0,2019-05-07 16:44:14,0 days 00:00:01
Amanda Spencer Ogdensburg,2019-06-15 14:40:21,kids_pets,NJ,0,2019-06-15 14:39:24,0 days 00:00:57
Amanda Spencer Ogdensburg,2019-07-04 01:33:30,grocery_pos,NJ,0,2019-07-04 01:32:20,0 days 00:01:10
Amanda Spencer Ogdensburg,2019-08-24 20:58:53,entertainment,NJ,0,2019-08-24 20:58:25,0 days 00:00:28
Amanda Spencer Ogdensburg,2019-09-15 14:14:39,shopping_pos,NJ,0,2019-09-15 14:13:15,0 days 00:01:24
Amanda Spencer Ogdensburg,2019-10-26 17:33:42,travel,NJ,0,2019-10-26 17:32:37,0 days 00:01:05
Amanda Spencer Ogdensburg,2019-12-01 18:41:26,shopping_pos,NJ,0,2019-12-01 18:40:16,0 days 00:01:10
Amanda Spencer Ogdensburg,2020-01-20 14:06:04,home,NJ,0,2020-01-20 14:05:55,0 days 00:00:09
Amanda Spencer Ogdensburg,2020-06-01 22:49:31,food_dining,NJ,0,2020-06-01 22:49:20,0 days 00:00:11
Amanda Spencer Ogdensburg,2020-06-08 14:04:44,food_dining,NJ,0,2020-06-08 14:04:38,0 days 00:00:06
Amanda Vance Sterling City,2019-12-07 21:58:48,home,TX,0,2019-12-07 21:57:30,0 days 00:01:18
Amanda Vance Sterling City,2019-12-15 15:56:53,entertainment,TX,0,2019-12-15 15:56:28,0 days 00:00:25
Amanda Vance Sterling City,2019-12-25 12:13:47,kids_pets,TX,0,2019-12-25 12:13:16,0 days 00:00:31
Amanda Wheeler Cape Coral,2019-01-14 07:43:18,gas_transport,FL,0,2019-01-14 07:42:41,0 days 00:00:37
Amanda Wheeler Cape Coral,2019-11-11 12:40:31,health_fitness,FL,0,2019-11-11 12:39:26,0 days 00:01:05
Amanda Williams Independence,2019-05-26 17:54:36,entertainment,MO,0,2019-05-26 17:54:19,0 days 00:00:17
Amanda Williams Independence,2019-06-16 14:43:12,personal_care,MO,0,2019-06-16 14:42:52,0 days 00:00:20
Amanda Williams Independence,2019-11-30 15:51:43,home,MO,0,2019-11-30 15:50:01,0 days 00:01:42
Amanda Williams Independence,2020-05-25 12:48:13,travel,MO,0,2020-05-25 12:47:04,0 days 00:01:09
Amber Lewis Pembroke Township,2019-02-11 15:20:49,misc_pos,IL,0,2019-02-11 15:19:25,0 days 00:01:24
Amber Lewis Pembroke Township,2019-02-25 12:52:11,personal_care,IL,0,2019-02-25 12:51:15,0 days 00:00:56
Amber Lewis Pembroke Township,2019-03-09 14:48:03,kids_pets,IL,0,2019-03-09 14:47:29,0 days 00:00:34
Amber Lewis Pembroke Township,2019-03-18 18:01:01,entertainment,IL,0,2019-03-18 18:00:09,0 days 00:00:52
Amber Lewis Pembroke Township,2019-03-29 23:13:13,entertainment,IL,0,2019-03-29 23:11:49,0 days 00:01:24
Amber Lewis Pembroke Township,2019-05-25 15:18:41,personal_care,IL,0,2019-05-25 15:17:01,0 days 00:01:40
Amber Lewis Pembroke Township,2019-05-26 22:20:02,home,IL,0,2019-05-26 22:19:31,0 days 00:00:31
Amber Lewis Pembroke Township,2019-06-02 21:21:47,health_fitness,IL,0,2019-06-02 21:21:33,0 days 00:00:14
Amber Lewis Pembroke Township,2019-06-02 22:10:00,health_fitness,IL,0,2019-06-02 22:08:19,0 days 00:01:41
Amber Lewis Pembroke Township,2019-06-10 15:16:34,food_dining,IL,0,2019-06-10 15:15:32,0 days 00:01:02
Amber Lewis Pembroke Township,2019-06-23 17:58:39,travel,IL,0,2019-06-23 17:57:45,0 days 00:00:54
Amber Lewis Pembroke Township,2019-06-23 19:07:09,health_fitness,IL,0,2019-06-23 19:06:03,0 days 00:01:06
Amber Lewis Pembroke Township,2019-07-01 00:08:37,gas_transport,IL,0,2019-07-01 00:07:36,0 days 00:01:01
Amber Lewis Pembroke Township,2019-07-06 21:27:51,health_fitness,IL,0,2019-07-06 21:26:41,0 days 00:01:10
